District,Region,District_code,VDC_name,VDC_code
Mahottari,Central Region,18,Bramarpura,18016
Mahottari,Central Region,18,Damhimarayee,18017
Mahottari,Central Region,18,Dhamaura,18018
Mahottari,Central Region,18,Dharmapur,18019
Mahottari,Central Region,18,Dhirapur,18020
Mahottari,Central Region,18,Ekadarabela,18021
Mahottari,Central Region,18,Ekarahiya,18022
Mahottari,Central Region,18,Etaharwakatti,18023
Mahottari,Central Region,18,Fulahattaparikauli,18024
Mahottari,Central Region,18,Fulakaha,18025
Mahottari,Central Region,18,Gaidahabhelpur,18026
Mahottari,Central Region,18,Gauribas,18027
Mahottari,Central Region,18,Gaushala,18028
Mahottari,Central Region,18,Gonarpura,18029
Mahottari,Central Region,18,Halkhori,18030
Mahottari,Central Region,18,Hariharpurharinamari,18031
Mahottari,Central Region,18,Hathilet,18032
Mahottari,Central Region,18,Hatisarwa,18033
Mahottari,Central Region,18,Jaleshwar Municipality,18034
Mahottari,Central Region,18,Khairbanni,18035
Mahottari,Central Region,18,Khayarmara,18036
Mahottari,Central Region,18,Khopi,18037
Mahottari,Central Region,18,Khuttapiparadhi,18038
Mahottari,Central Region,18,Kisannagar,18039
Mahottari,Central Region,18,Kolhuwabagaicha,18040
Mahottari,Central Region,18,Laximiniya,18041
Mahottari,Central Region,18,Loharpatti,18042
Mahottari,Central Region,18,Mahadaiyatapanpur,18043
Mahottari,Central Region,18,Mahottari,18044
Mahottari,Central Region,18,Maisthan,18045
Mahottari,Central Region,18,Majhorabishnupur,18046
Mahottari,Central Region,18,Manara,18047
Mahottari,Central Region,18,Matihani,18048
Mahottari,Central Region,18,Meghanathgorahanna,18049
Mahottari,Central Region,18,Nainhi,18050
Mahottari,Central Region,18,Nigaul,18051
Mahottari,Central Region,18,Paraul,18052
Mahottari,Central Region,18,Parsadewadh,18053
Mahottari,Central Region,18,Parsapateli,18054
Mahottari,Central Region,18,Pasupatinagar,18055
Mahottari,Central Region,18,Pigouna,18056
Mahottari,Central Region,18,Pipra,18057
Mahottari,Central Region,18,Pokharibhindasamgrampur,18058
Mahottari,Central Region,18,Raghunathpur,18059
Mahottari,Central Region,18,Ramgopalpur,18060
Mahottari,Central Region,18,Ramnagar,18061
Mahottari,Central Region,18,Ratauli,18062
Mahottari,Central Region,18,Sahasaula,18063
Mahottari,Central Region,18,Sahorawa,18064
Mahottari,Central Region,18,Sandha,18065
Mahottari,Central Region,18,Sarpallo,18066
Mahottari,Central Region,18,Shamsi,18067
Mahottari,Central Region,18,Shreepur,18068
Mahottari,Central Region,18,Simardahi,18069
Mahottari,Central Region,18,Singyahi,18070
Mahottari,Central Region,18,Sisawakataiya,18071
Mahottari,Central Region,18,Sonama,18072
Mahottari,Central Region,18,Sonamai,18073
Mahottari,Central Region,18,Sonaul,18074
Mahottari,Central Region,18,Sugavawani,18075
Mahottari,Central Region,18,Sundarpur,18076
Mahottari,Central Region,18,Vagaha,18077
Sarlahi,Central Region,19,Achalgadh,19001
Sarlahi,Central Region,19,Arnaha,19002
Sarlahi,Central Region,19,Atrouli,19003
Sarlahi,Central Region,19,Aurahi,19004
Sarlahi,Central Region,19,Babarganj,19005
Sarlahi,Central Region,19,Bagdaha,19006
Sarlahi,Central Region,19,Bahadurpur,19007
Sarlahi,Central Region,19,Balara,19008
Sarlahi,Central Region,19,Baraudhoran,19009
Sarlahi,Central Region,19,Barahathawa,19010
Sarlahi,Central Region,19,Basantapur,19011
Sarlahi,Central Region,19,Batraul,19012
Sarlahi,Central Region,19,Bela,19013
Sarlahi,Central Region,19,Belhi,19014
Sarlahi,Central Region,19,Belwajabdi,19015
Sarlahi,Central Region,19,Bhadsar,19016
Sarlahi,Central Region,19,Bhagawatipur,19017
Sarlahi,Central Region,19,Bhaktipur,19018
Sarlahi,Central Region,19,Bhawanipur,19019
Sarlahi,Central Region,19,Brahmapuri,19020
Sarlahi,Central Region,19,Chandranagar,19021
Sarlahi,Central Region,19,Chhataul,19022
Sarlahi,Central Region,19,Chhatona,19023
Sarlahi,Central Region,19,Dhanakaulpachhiyati,19024
Sarlahi,Central Region,19,Dhanakaulpurba,19025
Sarlahi,Central Region,19,Dhangada,19026
Sarlahi,Central Region,19,Dhungrekhola,19027
Sarlahi,Central Region,19,Dhurkauli,19028
Sarlahi,Central Region,19,Dumariya,19029
Sarlahi,Central Region,19,Farahadawa,19030
Sarlahi,Central Region,19,Fulparasi,19031
Sarlahi,Central Region,19,Gadahiyabairi,19032
Sarlahi,Central Region,19,Gamhariya,19033
Sarlahi,Central Region,19,Godeta,19034
Sarlahi,Central Region,19,Gourishankar,19035
Sarlahi,Central Region,19,Hajariya,19036
Sarlahi,Central Region,19,Harakthawa,19037
Sarlahi,Central Region,19,Haripur,19038
Sarlahi,Central Region,19,Haripurwa,19039
Sarlahi,Central Region,19,Hariyon,19040
Sarlahi,Central Region,19,Hathiyol,19041
Sarlahi,Central Region,19,Hempur,19042
Sarlahi,Central Region,19,Ishworpur,19043
Sarlahi,Central Region,19,Jabdi,19044
Sarlahi,Central Region,19,Jamuniya,19045
Sarlahi,Central Region,19,Janakinagar,19046
Sarlahi,Central Region,19,Jingadawa,19047
Sarlahi,Central Region,19,Kabilasi,19048
Sarlahi,Central Region,19,Kalinjor,19049
Sarlahi,Central Region,19,Karmaiya,19050
Sarlahi,Central Region,19,Khirwa,19051
Sarlahi,Central Region,19,Khoriya,19052
Sarlahi,Central Region,19,Khutauna,19053
Sarlahi,Central Region,19,Kisanpur,19054
Sarlahi,Central Region,19,Kodena,19055
Sarlahi,Central Region,19,Lalbandi,19056
Sarlahi,Central Region,19,Laukath,19057
Sarlahi,Central Region,19,Laxmipurkodraha,19058
Sarlahi,Central Region,19,Laxmipursu.,19059
Sarlahi,Central Region,19,Madhubangoth,19060
Sarlahi,Central Region,19,Madhubani,19061
Sarlahi,Central Region,19,Mahinathpur,19062
Sarlahi,Central Region,19,Mailhi,19063
Sarlahi,Central Region,19,Malangawa  Municipality,19064
Sarlahi,Central Region,19,Manpur,19065
Sarlahi,Central Region,19,Mirjapur,19066
Sarlahi,Central Region,19,Mohanpur,19067
Sarlahi,Central Region,19,Motipur,19068
Sarlahi,Central Region,19,Murtiya,19069
Sarlahi,Central Region,19,Musauli,19070
Sarlahi,Central Region,19,Narayankhola,19071
Sarlahi,Central Region,19,Narayanpur,19072
Sarlahi,Central Region,19,Netraganj,19073
Sarlahi,Central Region,19,Noukailawa,19074
Sarlahi,Central Region,19,Parsa,19075
Sarlahi,Central Region,19,Parwanipur,19076
Sarlahi,Central Region,19,Pattharkot,19077
Sarlahi,Central Region,19,Pidari,19078
Sarlahi,Central Region,19,Pidariya,19079
Sarlahi,Central Region,19,Pipariya,19080
Sarlahi,Central Region,19,Rajghat,19081
Sarlahi,Central Region,19,Ramban,19082
Sarlahi,Central Region,19,Ramnagarbahaur,19083
Sarlahi,Central Region,19,Raniganj,19084
Sarlahi,Central Region,19,Rohuwa,19085
Sarlahi,Central Region,19,Sakraul,19086
Sarlahi,Central Region,19,Salempur,19087
Sarlahi,Central Region,19,Sangrampur,19088
Sarlahi,Central Region,19,Sankarpur,19089
Sarlahi,Central Region,19,Sasapur,19090
Sarlahi,Central Region,19,Shreepur,19091
Sarlahi,Central Region,19,Sikhauna,19092
Sarlahi,Central Region,19,Simara,19093
Sarlahi,Central Region,19,Sisotiya,19094
Sarlahi,Central Region,19,Sisout,19095
Sarlahi,Central Region,19,Sohadawa,19096
Sarlahi,Central Region,19,Sudama,19097
Sarlahi,Central Region,19,Sundarpur,19098
Sarlahi,Central Region,19,Sundarpurchuldawa,19099
Sarlahi,Central Region,19,Tribhuwannagar,19100
Sindhuli,Central Region,20,Amale,20001
Sindhuli,Central Region,20,Arunthakur,20002
Sindhuli,Central Region,20,Bahuntilpung,20003
Sindhuli,Central Region,20,Balajor,20004
Sindhuli,Central Region,20,Baseshwor,20005
Sindhuli,Central Region,20,Bastipur,20006
Sindhuli,Central Region,20,Belghari,20007
Sindhuli,Central Region,20,Bhadrakali,20008
Sindhuli,Central Region,20,Bhimeshwor,20009
Sindhuli,Central Region,20,Bhimsthan,20010
Sindhuli,Central Region,20,Bhuwaneshorigwaltar,20011
Sindhuli,Central Region,20,Bitijorbagaiya,20012
Sindhuli,Central Region,20,Dadiguranshe,20013
Sindhuli,Central Region,20,Dudbhanjyang,20014
Sindhuli,Central Region,20,Dudhouli,20015
Sindhuli,Central Region,20,Hariharpurgadhi,20016
Sindhuli,Central Region,20,Harsahi,20017
Sindhuli,Central Region,20,Hatpate,20018
Sindhuli,Central Region,20,Jalkanya,20019
Sindhuli,Central Region,20,Jarayotar,20020
Sindhuli,Central Region,20,Jhangajholiralmata,20021
Sindhuli,Central Region,20,Jinakhu,20022
Sindhuli,Central Region,20,Kakurthakur,20023
Sindhuli,Central Region,20,Kalpabrishykha,20024
Sindhuli,Central Region,20,Kamalamai Municipality,20025
Sindhuli,Central Region,20,Kapilakot,20026
Sindhuli,Central Region,20,Khangsang,20027
Sindhuli,Central Region,20,Kholagaun,20028
Sindhuli,Central Region,20,Kuseswordumja,20029
Sindhuli,Central Region,20,Kyaneshwor,20030
Sindhuli,Central Region,20,Ladabhir(Mahendra),20031
Sindhuli,Central Region,20,Lampantar,20032
Sindhuli,Central Region,20,Mahadevdada,20033
Sindhuli,Central Region,20,Mahadevsthan,20034
Sindhuli,Central Region,20,Mahendrajhayadi,20035
Sindhuli,Central Region,20,Majhuwa,20036
Sindhuli,Central Region,20,Netrakali,20037
Sindhuli,Central Region,20,Nipane,20038
Sindhuli,Central Region,20,Pipalmadi,20039
Sindhuli,Central Region,20,Puranojhangajholi,20040
Sindhuli,Central Region,20,Ranibas,20041
Sindhuli,Central Region,20,Ranichuri,20042
Sindhuli,Central Region,20,Ratanchura,20043
Sindhuli,Central Region,20,Ratnawati,20044
Sindhuli,Central Region,20,Santeswori(Rampur),20045
Sindhuli,Central Region,20,Sirthouli,20046
Sindhuli,Central Region,20,Sitalpati,20047
Sindhuli,Central Region,20,Solpathana,20048
Sindhuli,Central Region,20,Sunampokhari,20049
Sindhuli,Central Region,20,Tamajor,20050
Sindhuli,Central Region,20,Tandi,20051
Sindhuli,Central Region,20,Tinkanya,20052
Sindhuli,Central Region,20,Tosramkhola,20053
Sindhuli,Central Region,20,Tribhuvanambote,20054
Ramechhap,Central Region,21,Bamtibhandar,21001
Ramechhap,Central Region,21,Betali,21002
Ramechhap,Central Region,21,Bethan,21003
Ramechhap,Central Region,21,Bhadaure,21004
Ramechhap,Central Region,21,Bhatauli,21005
Ramechhap,Central Region,21,Bhirpani,21006
Ramechhap,Central Region,21,Bhujee,21007
Ramechhap,Central Region,21,Bijulikot,21008
Ramechhap,Central Region,21,Chanakhu,21009
Ramechhap,Central Region,21,Chisapani,21010
Ramechhap,Central Region,21,Chuchure,21011
Ramechhap,Central Region,21,Dadhuwa,21012
Ramechhap,Central Region,21,Deurali,21013
Ramechhap,Central Region,21,Dimipokhari,21014
Ramechhap,Central Region,21,Doramba,21015
Ramechhap,Central Region,21,Duragau,21016
Ramechhap,Central Region,21,Farpu,21017
Ramechhap,Central Region,21,Gelu,21018
Ramechhap,Central Region,21,Goswara,21019
Ramechhap,Central Region,21,Gothgau,21020
Ramechhap,Central Region,21,Gumdel,21021
Ramechhap,Central Region,21,Gunsibhadaure,21022
Ramechhap,Central Region,21,Guptesor,21023
Ramechhap,Central Region,21,Hiledevi,21024
Ramechhap,Central Region,21,Himganga,21025
Ramechhap,Central Region,21,Kathjor,21026
Ramechhap,Central Region,21,Khadadevi,21027
Ramechhap,Central Region,21,Khaniyapani,21028
Ramechhap,Central Region,21,Khimti,21029
Ramechhap,Central Region,21,Kubukasthali,21030
Ramechhap,Central Region,21,Lakhanpur,21031
Ramechhap,Central Region,21,Majuwa,21032
Ramechhap,Central Region,21,Makadum,21033
Ramechhap,Central Region,21,Maluwajor,21034
Ramechhap,Central Region,21,Manthali,21035
Ramechhap,Central Region,21,Nagadaha,21036
Ramechhap,Central Region,21,Namadi,21037
Ramechhap,Central Region,21,Okhreni,21038
Ramechhap,Central Region,21,Pakarbas,21039
Ramechhap,Central Region,21,Phulasi,21040
Ramechhap,Central Region,21,Pinkhuri,21041
Ramechhap,Central Region,21,Pritee,21042
Ramechhap,Central Region,21,Puranagau,21043
Ramechhap,Central Region,21,Rakathum,21044
Ramechhap,Central Region,21,Ramechhap,21045
Ramechhap,Central Region,21,Rampur,21046
Ramechhap,Central Region,21,Rasanalu,21047
Ramechhap,Central Region,21,Saipu,21048
Ramechhap,Central Region,21,Salupati,21049
Ramechhap,Central Region,21,Sanghutar,21050
Ramechhap,Central Region,21,Sukajor,21051
Ramechhap,Central Region,21,Sunarpani,21052
Ramechhap,Central Region,21,Those,21053
Ramechhap,Central Region,21,Tilpung,21054
Ramechhap,Central Region,21,Tokarpur,21055
Dolakha,Central Region,22,Alampu,22001
Dolakha,Central Region,22,Babare,22002
Dolakha,Central Region,22,Bhedapu,22003
Dolakha,Central Region,22,Bhimeshwar Municipality,22004
Dolakha,Central Region,22,Bhirkot,22005
Dolakha,Central Region,22,Bhusaphedi,22006
Dolakha,Central Region,22,Bigu,22007
Dolakha,Central Region,22,Bocha,22008
Dolakha,Central Region,22,Bulung,22009
Dolakha,Central Region,22,Chankhu,22010
Dolakha,Central Region,22,Chhetrapa,22011
Dolakha,Central Region,22,Chilankha,22012
Dolakha,Central Region,22,Chyama,22013
Dolakha,Central Region,22,Dandakharka,22014
Dolakha,Central Region,22,Dudhpokhari,22015
Dolakha,Central Region,22,Phasku,22016
Dolakha,Central Region,22,Gairimudi,22017
Dolakha,Central Region,22,Gaurisankar,22018
Dolakha,Central Region,22,Ghangsukathokar,22019
Dolakha,Central Region,22,Hawa,22020
Dolakha,Central Region,22,Japhe,22021
Dolakha,Central Region,22,Jhule,22022
Dolakha,Central Region,22,Jhyaku,22023
Dolakha,Central Region,22,Jiri,22024
Dolakha,Central Region,22,Jugu,22025
Dolakha,Central Region,22,Kabhre,22026
Dolakha,Central Region,22,Kalingchok,22027
Dolakha,Central Region,22,Katakuti,22028
Dolakha,Central Region,22,Khare,22029
Dolakha,Central Region,22,Khopachagu,22030
Dolakha,Central Region,22,Laduk,22031
Dolakha,Central Region,22,Lakuridada,22032
Dolakha,Central Region,22,Lamabagar,22033
Dolakha,Central Region,22,Lamidada,22034
Dolakha,Central Region,22,Lapilang,22035
Dolakha,Central Region,22,Magapauwa,22036
Dolakha,Central Region,22,Mali,22037
Dolakha,Central Region,22,Malu,22038
Dolakha,Central Region,22,Marbu,22039
Dolakha,Central Region,22,Melung,22040
Dolakha,Central Region,22,Mirge,22041
Dolakha,Central Region,22,Namdu,22042
Dolakha,Central Region,22,Orang,22043
Dolakha,Central Region,22,Pawati,22044
Dolakha,Central Region,22,Sahare,22045
Dolakha,Central Region,22,Sailungeswor,22046
Dolakha,Central Region,22,Sunakhani,22047
Dolakha,Central Region,22,Sundrawati,22048
Dolakha,Central Region,22,Suri,22049
Dolakha,Central Region,22,Susmachhemawati,22050
Dolakha,Central Region,22,Syama,22051
Dolakha,Central Region,22,Thulopatal,22052
Sindhupalchowk,Central Region,23,Atarpur,23001
Sindhupalchowk,Central Region,23,Badegau,23002
Sindhupalchowk,Central Region,23,Bansbari,23003
Sindhupalchowk,Central Region,23,Banskharka,23004
Sindhupalchowk,Central Region,23,Baramchi,23005
Sindhupalchowk,Central Region,23,Barhabise,23006
Sindhupalchowk,Central Region,23,Baruwa,23007
Sindhupalchowk,Central Region,23,Batase,23008
Sindhupalchowk,Central Region,23,Bhimtar,23009
Sindhupalchowk,Central Region,23,Bhotasipa,23010
Sindhupalchowk,Central Region,23,Bhotenamlang,23011
Sindhupalchowk,Central Region,23,Bhotechaur,23012
Sindhupalchowk,Central Region,23,Choukati,23013
Sindhupalchowk,Central Region,23,Choutara,23014
Sindhupalchowk,Central Region,23,Dhumthang,23015
Sindhupalchowk,Central Region,23,Dubachour,23016
Sindhupalchowk,Central Region,23,Fatakshila,23017
Sindhupalchowk,Central Region,23,Fulpingdandagau,23018
Sindhupalchowk,Central Region,23,Fulpingkatti,23019
Sindhupalchowk,Central Region,23,Fulpingkot,23020
Sindhupalchowk,Central Region,23,Gati,23021
Sindhupalchowk,Central Region,23,Ghorthali,23022
Sindhupalchowk,Central Region,23,Ghuskun,23023
Sindhupalchowk,Central Region,23,Gloche,23024
Sindhupalchowk,Central Region,23,Gumba,23025
Sindhupalchowk,Central Region,23,Gunsakot,23026
Sindhupalchowk,Central Region,23,Hagam,23027
Sindhupalchowk,Central Region,23,Haibung,23028
Sindhupalchowk,Central Region,23,Helumbu,23029
Sindhupalchowk,Central Region,23,Ichok,23030
Sindhupalchowk,Central Region,23,Irkhu,23031
Sindhupalchowk,Central Region,23,Jalbire,23032
Sindhupalchowk,Central Region,23,Jethal,23033
Sindhupalchowk,Central Region,23,Jyamire,23034
Sindhupalchowk,Central Region,23,Kadambas,23035
Sindhupalchowk,Central Region,23,Kalika,23036
Sindhupalchowk,Central Region,23,Karthali,23037
Sindhupalchowk,Central Region,23,Kiwool,23038
Sindhupalchowk,Central Region,23,Kubhinde,23039
Sindhupalchowk,Central Region,23,Kunchok,23040
Sindhupalchowk,Central Region,23,Langarche,23041
Sindhupalchowk,Central Region,23,Lisankhu,23042
Sindhupalchowk,Central Region,23,Listikot,23043
Sindhupalchowk,Central Region,23,Mahankal,23044
Sindhupalchowk,Central Region,23,Maneswor,23045
Sindhupalchowk,Central Region,23,Mankha,23046
Sindhupalchowk,Central Region,23,Marming,23047
Sindhupalchowk,Central Region,23,Melamchi,23048
Sindhupalchowk,Central Region,23,Motang,23049
Sindhupalchowk,Central Region,23,Nawalpur,23050
Sindhupalchowk,Central Region,23,Pagretar,23051
Sindhupalchowk,Central Region,23,Palchok,23052
Sindhupalchowk,Central Region,23,Pangtang,23053
Sindhupalchowk,Central Region,23,Petaku,23054
Sindhupalchowk,Central Region,23,Pipaldanda,23055
Sindhupalchowk,Central Region,23,Piskar,23056
Sindhupalchowk,Central Region,23,Ramche,23057
Sindhupalchowk,Central Region,23,Sangachok,23058
Sindhupalchowk,Central Region,23,Sanusiruwari,23059
Sindhupalchowk,Central Region,23,Selang,23060
Sindhupalchowk,Central Region,23,Sikharpur,23061
Sindhupalchowk,Central Region,23,Sindhukot,23062
Sindhupalchowk,Central Region,23,Sipapokhare,23063
Sindhupalchowk,Central Region,23,Sipalkavre,23064
Sindhupalchowk,Central Region,23,Sunkhani,23065
Sindhupalchowk,Central Region,23,Syaulebazar,23066
Sindhupalchowk,Central Region,23,Talramarang,23067
Sindhupalchowk,Central Region,23,Tatopani,23068
Sindhupalchowk,Central Region,23,Tauthali,23069
Sindhupalchowk,Central Region,23,Tekanpur,23070
Sindhupalchowk,Central Region,23,Thakani,23071
Sindhupalchowk,Central Region,23,Thampalchhap,23072
Sindhupalchowk,Central Region,23,Thanpalkot,23073
Sindhupalchowk,Central Region,23,Thokarpa,23074
Sindhupalchowk,Central Region,23,Thulodhading,23075
Sindhupalchowk,Central Region,23,Thulopakhar,23076
Sindhupalchowk,Central Region,23,Thulosirubari,23077
Sindhupalchowk,Central Region,23,Thumpakhar,23078
Sindhupalchowk,Central Region,23,Yamunadanda,23079
Kavrepalanchok,Central Region,24,Anaikot,24001
Kavrepalanchok,Central Region,24,Baldthali,24002
Kavrepalanchok,Central Region,24,Balting,24003
Kavrepalanchok,Central Region,24,Baluwapatideupur,24004
Kavrepalanchok,Central Region,24,Banakhuchor,24005
Kavrepalanchok,Central Region,24,Banepa Municipality,24006
Kavrepalanchok,Central Region,24,Bekhsimledhartigaun,24007
Kavrepalanchok,Central Region,24,Bhimkhori,24008
Kavrepalanchok,Central Region,24,Bhumlutar,24009
Kavrepalanchok,Central Region,24,Birtadeurali,24010
Kavrepalanchok,Central Region,24,Boldefediche,24011
Kavrepalanchok,Central Region,24,Budhakhani,24012
Kavrepalanchok,Central Region,24,Chalalganeshsthan,24013
Kavrepalanchok,Central Region,24,Chandenimandan,24014
Kavrepalanchok,Central Region,24,Choubas,24015
Kavrepalanchok,Central Region,24,Chyamrangbesi,24016
Kavrepalanchok,Central Region,24,Chyasingkharka,24017
Kavrepalanchok,Central Region,24,Dandagaun,24018
Kavrepalanchok,Central Region,24,Dapchachatraibhanjha,24019
Kavrepalanchok,Central Region,24,Daraunepokhari,24020
Kavrepalanchok,Central Region,24,Deuvumibaluwa,24021
Kavrepalanchok,Central Region,24,Devitar,24022
Kavrepalanchok,Central Region,24,Dhulikhel Municipality,24023
Kavrepalanchok,Central Region,24,Dhunkharka,24024
Kavrepalanchok,Central Region,24,Dhusenisiwalaya,24025
Kavrepalanchok,Central Region,24,Dolalghat,24026
Kavrepalanchok,Central Region,24,Falatebhumlu,24027
Kavrepalanchok,Central Region,24,Falemetar,24028
Kavrepalanchok,Central Region,24,Foksingtar,24029
Kavrepalanchok,Central Region,24,Gairibisounadeupur,24030
Kavrepalanchok,Central Region,24,Ghartichhap,24031
Kavrepalanchok,Central Region,24,Gokule,24032
Kavrepalanchok,Central Region,24,Gothpani,24033
Kavrepalanchok,Central Region,24,Hoksebazar,24034
Kavrepalanchok,Central Region,24,Jaisithokmandan,24035
Kavrepalanchok,Central Region,24,Jyamdimandan,24036
Kavrepalanchok,Central Region,24,Kalatibhumidanda,24037
Kavrepalanchok,Central Region,24,Kanpurkalapani,24038
Kavrepalanchok,Central Region,24,Kartikedeurali,24039
Kavrepalanchok,Central Region,24,Katunjebesi,24040
Kavrepalanchok,Central Region,24,Kavrenityachandeswor,24041
Kavrepalanchok,Central Region,24,Khaharepangu,24042
Kavrepalanchok,Central Region,24,Khanalthok,24043
Kavrepalanchok,Central Region,24,Kharelthok,24044
Kavrepalanchok,Central Region,24,Kharpachok,24045
Kavrepalanchok,Central Region,24,Kolatibhumlu,24046
Kavrepalanchok,Central Region,24,Koshidekha,24047
Kavrepalanchok,Central Region,24,Kuruwaschapakhori,24048
Kavrepalanchok,Central Region,24,Kushadevi,24049
Kavrepalanchok,Central Region,24,Machchhegaun,24050
Kavrepalanchok,Central Region,24,Madankundari,24051
Kavrepalanchok,Central Region,24,Mahadevsthanmandan,24052
Kavrepalanchok,Central Region,24,Mahadevtar,24053
Kavrepalanchok,Central Region,24,Mahankalchaur,24054
Kavrepalanchok,Central Region,24,Mahendrajyoti,24055
Kavrepalanchok,Central Region,24,Majhifeda,24056
Kavrepalanchok,Central Region,24,Mangaltar,24057
Kavrepalanchok,Central Region,24,Mathurapatifulbari,24058
Kavrepalanchok,Central Region,24,Methinkot,24059
Kavrepalanchok,Central Region,24,Milche,24060
Kavrepalanchok,Central Region,24,Nagregagarche,24061
Kavrepalanchok,Central Region,24,Nala(Ugrachandi),24062
Kavrepalanchok,Central Region,24,Nasikasthansanga,24063
Kavrepalanchok,Central Region,24,Nayagaundeupur,24064
Kavrepalanchok,Central Region,24,Panauti Municipality,24065
Kavrepalanchok,Central Region,24,Panchkhal,24066
Kavrepalanchok,Central Region,24,Patalekhet,24067
Kavrepalanchok,Central Region,24,Pokharichauri,24068
Kavrepalanchok,Central Region,24,Pokharinarayansthan,24069
Kavrepalanchok,Central Region,24,Puranogaundapcha,24070
Kavrepalanchok,Central Region,24,Raviopi,24071
Kavrepalanchok,Central Region,24,Ryalebhir,24072
Kavrepalanchok,Central Region,24,Saldhara,24073
Kavrepalanchok,Central Region,24,Sallebhumlu,24074
Kavrepalanchok,Central Region,24,Salmechakala(Taldhunga),24075
Kavrepalanchok,Central Region,24,Sankhupatichour,24076
Kavrepalanchok,Central Region,24,Sanowangthali,24077
Kavrepalanchok,Central Region,24,Saping,24078
Kavrepalanchok,Central Region,24,Saradabatase,24079
Kavrepalanchok,Central Region,24,Saramthali,24080
Kavrepalanchok,Central Region,24,Sarasyunkhark,24081
Kavrepalanchok,Central Region,24,Sathigharbhagawati,24082
Kavrepalanchok,Central Region,24,Sikharambote,24083
Kavrepalanchok,Central Region,24,Simalchoursyampati,24084
Kavrepalanchok,Central Region,24,Simthali,24085
Kavrepalanchok,Central Region,24,Sipalichilaune,24086
Kavrepalanchok,Central Region,24,Sisakhani,24087
Kavrepalanchok,Central Region,24,Thuloparsel,24088
Kavrepalanchok,Central Region,24,Tukuchanala,24089
Kavrepalanchok,Central Region,24,Ugratarajanagal,24090
Lalitpur,Central Region,25,Ashrang,25001
Lalitpur,Central Region,25,Badikhel,25002
Lalitpur,Central Region,25,Bhardev,25003
Lalitpur,Central Region,25,Bhattedanda,25004
Lalitpur,Central Region,25,Bisankhunarayan,25005
Lalitpur,Central Region,25,Bukhel,25006
Lalitpur,Central Region,25,Bungamati,25007
Lalitpur,Central Region,25,Chandanpur,25008
Lalitpur,Central Region,25,Chapagaun,25009
Lalitpur,Central Region,25,Chhampi,25010
Lalitpur,Central Region,25,Choughare,25011
Lalitpur,Central Region,25,Dalchoki,25012
Lalitpur,Central Region,25,Devichour,25013
Lalitpur,Central Region,25,Dhapakhel,25014
Lalitpur,Central Region,25,Dhusel,25015
Lalitpur,Central Region,25,Dukuchhap,25016
Lalitpur,Central Region,25,Gimdi,25017
Lalitpur,Central Region,25,Godamchaur,25018
Lalitpur,Central Region,25,Godawari,25019
Lalitpur,Central Region,25,Gotikhel,25020
Lalitpur,Central Region,25,Harisiddhi,25021
Lalitpur,Central Region,25,Ikudol,25022
Lalitpur,Central Region,25,Imadol,25023
Lalitpur,Central Region,25,Jharuwarasi,25024
Lalitpur,Central Region,25,Kaleswor,25025
Lalitpur,Central Region,25,Khokana,25026
Lalitpur,Central Region,25,Lalitpur Sub Metropolitan City,25027
Lalitpur,Central Region,25,Lamatar,25028
Lalitpur,Central Region,25,Lele,25029
Lalitpur,Central Region,25,Lubhu,25030
Lalitpur,Central Region,25,Malta,25031
Lalitpur,Central Region,25,Manikhel,25032
Lalitpur,Central Region,25,Nallu,25033
Lalitpur,Central Region,25,Pyutar,25034
Lalitpur,Central Region,25,Sainbu,25035
Lalitpur,Central Region,25,Sankhu,25036
Lalitpur,Central Region,25,Siddhipur,25037
Lalitpur,Central Region,25,Sunakothi,25038
Lalitpur,Central Region,25,Thaiba,25039
Lalitpur,Central Region,25,Thecho,25040
Lalitpur,Central Region,25,Thuladurlung,25041
Lalitpur,Central Region,25,Tikathali,25042
Bhaktapur,Central Region,26,Bageswori,26001
Bhaktapur,Central Region,26,Balkot,26002
Bhaktapur,Central Region,26,Bhaktapur Municipality,26003
Bhaktapur,Central Region,26,Changunarayan,26004
Bhaktapur,Central Region,26,Chhaling,26005
Bhaktapur,Central Region,26,Chitapol,26006
Bhaktapur,Central Region,26,Dadhikot,26007
Bhaktapur,Central Region,26,Duwakot,26008
Bhaktapur,Central Region,26,Gundu,26009
Bhaktapur,Central Region,26,Jhaukhel,26010
Bhaktapur,Central Region,26,Kautunje,26011
Bhaktapur,Central Region,26,Madhyapur Thimi Municipality,26012
Bhaktapur,Central Region,26,Nagarkot,26013
Bhaktapur,Central Region,26,Nankhel,26014
Bhaktapur,Central Region,26,Sipadol,26015
Bhaktapur,Central Region,26,Sirutar,26016
Bhaktapur,Central Region,26,Sudal,26017
Bhaktapur,Central Region,26,Tathali,26018
Kathmandu,Central Region,27,Aalapot,27001
Kathmandu,Central Region,27,Baadbhanjyang,27002
Kathmandu,Central Region,27,Bajrayogini(Sankhu),27003
Kathmandu,Central Region,27,Balambu,27004
Kathmandu,Central Region,27,Baluwa,27005
Kathmandu,Central Region,27,Bhadrabas,27006
Kathmandu,Central Region,27,Bhimdhunga,27007
Kathmandu,Central Region,27,Budanilkantha,27008
Kathmandu,Central Region,27,Chalnakhel,27009
Kathmandu,Central Region,27,Chapalibhadrakali,27010
Kathmandu,Central Region,27,Chhaimale,27011
